run_date,run_num,sample_date,collection_num,target,sample_id,ct,slope ,y-intercept,copy_num_uL_rxn,,,
25-Jul-21,109,21-Jul-21,98,N1,MI_98_E,36.55297323,-3.5293,36.046,0.718378018,,,
25-Jul-21,109,21-Jul-21,98,N1,CC_98_E,38.16412698,-3.5293,36.046,0.25109902,,,
25-Jul-21,109,21-Jul-21,98,N1,CC_98_E,38.15798505,-3.5293,36.046,0.252107222,,,
25-Jul-21,109,21-Jul-21,98,N1,CC_98_E,36.01770071,-3.5293,36.046,1.018634513,,,
25-Jul-21,109,21-Jul-21,98,N1,NO_98_F,Undetermined,-3.5293,36.046,0.004,,,
25-Jul-21,109,21-Jul-21,98,N1,NO_98_F,Undetermined,-3.5293,36.046,0.004,,,
25-Jul-21,109,21-Jul-21,98,N1,NO_98_F,37.0986226,-3.5293,36.046,0.503207939,,,
25-Jul-21,109,21-Jul-21,98,N1,MI_98_F,Undetermined,-3.5293,36.046,0.004,,,
25-Jul-21,109,21-Jul-21,98,N1,MI_98_F,38.29578688,-3.5293,36.046,0.230430625,,,
25-Jul-21,109,21-Jul-21,98,N1,MI_98_F,Undetermined,-3.5293,36.046,0.004,,,
25-Jul-21,109,21-Jul-21,98,N1,CC_98_F,Undetermined,-3.5293,36.046,0.004,,,
25-Jul-21,109,21-Jul-21,98,N1,CC_98_F,Undetermined,-3.5293,36.046,0.004,,,
25-Jul-21,109,21-Jul-21,98,N1,CC_98_F,37.30251837,-3.5293,36.046,0.440529695,,,
25-Jul-21,109,21-Jul-21,98,N1,MI_98_D,37.19886462,-3.5293,36.046,0.471351268,,,
25-Jul-21,109,21-Jul-21,98,N1,MI_98_D,37.27556637,-3.5293,36.046,0.448344483,,,
25-Jul-21,109,21-Jul-21,98,N1,MI_98_D,36.62612403,-3.5293,36.046,0.684898667,,,
28-Jul-21,110,26-Jul-21,99,N1,NO_99_A,37.32,-3.5293,36.046,0.436699614,,,
28-Jul-21,110,26-Jul-21,99,N1,NO_99_A,Undetermined,-3.5293,36.046,0.004,,,
28-Jul-21,110,26-Jul-21,99,N1,NO_99_A,36.8,-3.5293,36.046,0.611254915,,,
28-Jul-21,110,26-Jul-21,99,N1,MI_99_A,36.65,-3.5293,36.046,0.672711028,,,
28-Jul-21,110,26-Jul-21,99,N1,MI_99_A,37.12,-3.5293,36.046,0.496750592,,,
28-Jul-21,110,26-Jul-21,99,N1,MI_99_A,Undetermined,-3.5293,36.046,0.004,,,
28-Jul-21,110,26-Jul-21,99,N1,CC_99_A,36.05,-3.5293,36.046,0.998037808,,,
28-Jul-21,110,26-Jul-21,99,N1,CC_99_A,37.1,-3.5293,36.046,0.503714894,,,
28-Jul-21,110,26-Jul-21,99,N1,CC_99_A,Undetermined,-3.5293,36.046,0.004,,,
28-Jul-21,110,26-Jul-21,99,N1,NO_99_B,Undetermined,-3.5293,36.046,0.004,,,
28-Jul-21,110,26-Jul-21,99,N1,NO_99_B,38.24,-3.5293,36.046,0.238586855,,,
28-Jul-21,110,26-Jul-21,99,N1,NO_99_B,38.22,-3.5293,36.046,0.242454162,,,
28-Jul-21,110,26-Jul-21,99,N1,MI_99_B,37.26,-3.5293,36.046,0.452898367,,,
