sample_id,target,ct
CC_49_C,N1,36.96974945
CC_49_C,N1,37.05278397
MI_49_A,N1,40
MI_49_A,N1,40
MI_49_A,N1,40
MI_49_B,N1,40
MI_49_B,N1,40
MI_49_B,N1,40
MI_49_C,N1,40
MI_49_C,N1,35.95700073
MI_49_C,N1,40
NO_50_A,N1,40
NO_50_A,N1,40
NO_50_A,N1,40
NO_50_B,N1,40
NO_50_B,N1,35.18832016
NO_50_B,N1,35.9093132
NO_50_C,N1,40
NO_50_C,N1,40
NO_50_C,N1,40
MI_50_A,N1,35.97925568
MI_50_A,N1,40
MI_50_A,N1,40
MI_50_B,N1,40
MI_50_B,N1,40
MI_50_B,N1,40
MI_50_C,N1,37.06909561
MI_50_C,N1,40
MI_50_C,N1,40
CC_50_A,N1,40
CC_50_A,N1,35.85110855
CC_50_A,N1,40
CC_50_B,N1,40
CC_50_B,N1,36.79912186
CC_50_B,N1,40
CC_50_C,N1,37.02496719
CC_50_C,N1,36.73803329
CC_50_C,N1,36.60337448
NO_51_A,N1,40
NO_51_A,N1,40
NO_51_A,N1,40
CC_51_A,N1,40
CC_51_A,N1,35.99350739
CC_51_A,N1,40
NO_51_B,N1,40
NO_51_B,N1,40
NO_51_B,N1,35.58246994
CC_51_B,N1,40
CC_51_B,N1,40
CC_51_B,N1,40
NO_51_C,N1,37.06629562
NO_51_C,N1,35.96670532
NO_51_C,N1,40
CC_51_C,N1,40
CC_51_C,N1,40
CC_51_C,N1,40
MI_51_A,N1,40
MI_51_A,N1,36.82184982
MI_51_A,N1,40
MI_51_B,N1,36.24028778
MI_51_B,N1,40
MI_51_B,N1,40
MI_51_C,N1,40
MI_51_C,N1,40
MI_51_C,N1,40
NO_52_A,N1,40
NO_52_A,N1,40
NO_52_A,N1,40
CC_52_A,N1,40
CC_52_A,N1,40
CC_52_A,N1,40
NO_52_B,N1,40
NO_52_B,N1,40
NO_52_B,N1,40
CC_52_B,N1,37.00684738
CC_52_B,N1,40
CC_52_B,N1,40
NO_52_C,N1,40
NO_52_C,N1,40
NO_52_C,N1,40
CC_52_C,N1,40
CC_52_C,N1,40
CC_52_C,N1,40
MI_52_A,N1,40
MI_52_A,N1,40
MI_52_A,N1,40
MI_52_B,N1,40
MI_52_B,N1,40
MI_52_B,N1,40
MI_52_C,N1,35.92727661
MI_52_C,N1,40
MI_52_C,N1,36.98429489
