sample_id,target,ct
NO_51_C,N2,40
NO_51_C,N2,35.24040604
NO_51_C,N2,40
MI_51_A,N2,40
MI_51_A,N2,40
MI_51_A,N2,40
MI_51_B,N2,40
MI_51_B,N2,40
MI_51_B,N2,35.3446579
CC_51_A,N2,40
CC_51_A,N2,40
CC_51_A,N2,40
MI_51_C,N2,40
MI_51_C,N2,40
MI_51_C,N2,40
CC_51_B,N2,40
CC_51_B,N2,40
CC_51_B,N2,40
CC_51_C,N2,40
CC_51_C,N2,40
CC_51_C,N2,40
NO_52_A,N2,40
NO_52_A,N2,40
NO_52_A,N2,40
NO_52_B,N2,40
NO_52_B,N2,37.09644318
NO_52_B,N2,40
NO_52_C,N2,40
NO_52_C,N2,40
NO_52_C,N2,40
MI_52_A,N2,40
MI_52_A,N2,40
MI_52_A,N2,36.11320877
MI_52_B,N2,40
MI_52_B,N2,40
MI_52_B,N2,40
CC_52_A,N2,40
CC_52_A,N2,40
CC_52_A,N2,35.91119385
MI_52_C,N2,40
MI_52_C,N2,40
MI_52_C,N2,34.82109451
CC_52_B,N2,40
CC_52_B,N2,40
CC_52_B,N2,36.05169678
CC_52_C,N2,40
CC_52_C,N2,40
CC_52_C,N2,40
NO_7_C,N1,34.37643051
NO_7_C,N1,35.11445618
NO_7_A,N1,35.93893433
MI_7_A,N1,36.15786362
NO_7_C,N1,36.17138672
NO_7_C,N1,36.34141541
MI_7_C,N1,37.04840088
NO_7_C,N1,37.08349609
NO_7_C,N1,40
NO_7_A,N1,40
NO_7_A,N1,40
NO_7_A,N1,40
MI_7_C,N1,40
MI_7_C,N1,40
NO_7_C,N1,40
MI_7_A,N1,40
MI_7_A,N1,40
MI_7_C,N1,40
MI_7_C,N1,40
MI_7_C,N1,40
NO_7_A,N1,40
NO_7_A,N1,40
MI_7_B,N1,40
MI_7_B,N1,40
MI_7_B,N1,40
NO_7_C,N1,40
NO_7_C,N1,40
NO_7_B,N1,40
NO_7_B,N1,40
NO_7_B,N1,40
CC_7_C,N1,40
CC_7_C,N1,40
CC_7_C,N1,40
MI_8_B,N1,36.13670731
CC_8_B,N1,37.06201935
NO_8_A,N1,40
NO_8_A,N1,40
NO_8_A,N1,40
MI_8_B,N1,40
MI_8_B,N1,40
MI_8_A,N1,40
MI_8_A,N1,40
MI_8_A,N1,40
NO_8_A,N1,40
NO_8_A,N1,40
NO_8_A,N1,40
NO_8_B,N1,40
NO_8_B,N1,40
NO_8_B,N1,40
CC_8_A,N1,40
CC_8_A,N1,40
CC_8_A,N1,40
CC_8_B,N1,40
CC_8_B,N1,40
NO_9_B,N1,37.05036163
NO_9_A,N1,40
NO_9_A,N1,40
NO_9_A,N1,40
MI_9_A,N1,40
MI_9_A,N1,40
MI_9_A,N1,40
NO_9_A,N1,40
NO_9_A,N1,40
NO_9_A,N1,40
NO_9_B,N1,40
NO_9_B,N1,40
MI_9_B,N1,40
MI_9_B,N1,40
MI_9_B,N1,40
MI_10_B,N1,34.24830246
MI_10_A,N1,34.35555649
CC_10_A,N1,35.96173096
CC_10_B,N1,35.97446442
CC_10_A,N1,36.9813652
MI_10_B,N1,37.06824493
MI_10_A,N1,40
MI_10_A,N1,40
MI_10_B,N1,40
NO_10_A,N1,40
NO_10_A,N1,40
NO_10_A,N1,40
NO_10_B,N1,40
NO_10_B,N1,40
NO_10_B,N1,40
CC_10_A,N1,40
CC_10_B,N1,40
CC_10_B,N1,40
NO_11_B,N1,34.69935226
NO_11_B,N1,35.33137894
CC_11_B,N1,36.88323975
MI_11_B,N1,37.09705734
MI_11_A,N1,40
MI_11_A,N1,40
MI_11_A,N1,40
MI_11_B,N1,40
MI_11_B,N1,40
NO_11_A,N1,40
NO_11_A,N1,40
NO_11_A,N1,40
NO_11_B,N1,40
CC_11_A,N1,40
CC_11_A,N1,40
CC_11_A,N1,40
CC_11_B,N1,40
CC_11_B,N1,40
MI_12_A,N1,40
MI_12_A,N1,40
MI_12_A,N1,40
MI_12_B,N1,40
MI_12_B,N1,40
MI_12_B,N1,40
NO_12_A,N1,40
NO_12_A,N1,40
NO_12_A,N1,40
NO_12_B,N1,40
NO_12_B,N1,40
NO_12_B,N1,40
CC_12_A,N1,40
CC_12_A,N1,40
CC_12_A,N1,40
CC_12_B,N1,40
CC_12_B,N1,40
CC_12_B,N1,40
CC_13_A,N1,35.11736679
NO_13_B,N1,37.00163269
MI_13_A,N1,40
MI_13_A,N1,40
MI_13_A,N1,40
MI_13_B,N1,40
MI_13_B,N1,40
MI_13_B,N1,40
NO_13_A,N1,40
NO_13_A,N1,40
NO_13_A,N1,40
NO_13_B,N1,40
NO_13_B,N1,40
CC_13_A,N1,40
CC_13_A,N1,40
CC_13_B,N1,40
CC_13_B,N1,40
CC_13_B,N1,40
CC_14_B,N1,34.91727448
MI_14_B,N1,35.67601776
CC_14_B,N1,35.99033356
NO_14_A,N1,36.58713531
MI_14_A,N1,37.13593674
NO_14_A,N1,40
NO_14_A,N1,40
NO_14_B,N1,40
NO_14_B,N1,40
NO_14_B,N1,40
MI_14_A,N1,40
MI_14_A,N1,40
MI_14_B,N1,40
MI_14_B,N1,40
CC_14_A,N1,40
CC_14_A,N1,40
CC_14_A,N1,40
CC_14_B,N1,40
NO_15_A,N1,36.03396606
CC_15_B,N1,36.22146606
NO_15_B,N1,36.40518188
MI_15_A,N1,36.49091721
NO_15_A,N1,37.07030487
MI_15_A,N1,40
MI_15_A,N1,40
MI_15_B,N1,40
MI_15_B,N1,40
MI_15_B,N1,40
NO_15_A,N1,40
NO_15_B,N1,40
NO_15_B,N1,40
CC_15_A,N1,40
CC_15_A,N1,40
CC_15_A,N1,40
CC_15_B,N1,40
CC_15_B,N1,40
NO_16_B,N1,34.25464249
NO_16_A,N1,35.14140701
NO_16_B,N1,35.71952057
MI_16_B,N1,36.19521713
MI_16_A,N1,36.35010529
NO_16_A,N1,36.47019577
MI_16_A,N1,37.07224655
MI_16_A,N1,40
MI_16_B,N1,40
MI_16_B,N1,40
NO_16_A,N1,40
NO_16_B,N1,40
CC_16_A,N1,40
CC_16_A,N1,40
CC_16_A,N1,40
CC_16_B,N1,40
CC_16_B,N1,40
CC_16_B,N1,40
NO_17_B,N1,34.35351944
NO_17_A,N1,35.63418198
CC_17_A,N1,35.96999741
NO_17_A,N1,35.99827194
NO_17_B,N1,36.07159424
NO_17_B,N1,36.11556625
MI_17_A,N1,36.3359642
MI_17_A,N1,36.42549133
MI_17_A,N1,36.58085251
MI_17_B,N1,37.04509735
MI_17_B,N1,40
MI_17_B,N1,40
NO_17_A,N1,40
CC_17_A,N1,40
CC_17_A,N1,40
CC_17_B,N1,40
CC_17_B,N1,40
CC_17_B,N1,40
NO_18_C,N1,34.9562912
MI_18_A,N1,35.27823257
CC_18_B,N1,35.79940414
CC_18_B,N1,35.99171448
NO_18_A,N1,36.23465729
NO_18_A,N1,36.25822067
MI_18_D,N1,36.31072617
NO_18_D,N1,36.7469902
NO_18_C,N1,36.87360382
NO_18_B,N1,36.87854004
NO_18_D,N1,37.00883484
MI_18_B,N1,37.10649109
MI_18_A,N1,40
MI_18_A,N1,40
MI_18_B,N1,40
MI_18_B,N1,40
NO_18_A,N1,40
NO_18_B,N1,40
NO_18_B,N1,40
MI_18_C,N1,40
MI_18_C,N1,40
MI_18_C,N1,40
MI_18_D,N1,40
MI_18_D,N1,40
NO_18_C,N1,40
NO_18_D,N1,40
CC_18_A,N1,40
CC_18_A,N1,40
CC_18_A,N1,40
CC_18_B,N1,40
MI_19_B,N1,35.42825317
MI_19_A,N1,35.55778122
MI_19_A,N1,35.63641739
NO_19_B,N1,36.49816132
CC_19_B,N1,36.82409668
NO_19_A,N1,36.92340851
NO_19_A,N1,37.02279282
MI_19_A,N1,37.12983322
MI_19_B,N1,40
MI_19_B,N1,40
NO_19_A,N1,40
NO_19_A,N1,40
NO_19_A,N1,40
NO_19_B,N1,40
NO_19_B,N1,40
NO_19_B,N1,40
MI_19_A,N1,40
MI_19_A,N1,40
MI_19_A,N1,40
MI_19_B,N1,40
MI_19_B,N1,40
MI_19_B,N1,40
NO_19_A,N1,40
NO_19_B,N1,40
NO_19_B,N1,40
CC_19_A,N1,40
CC_19_A,N1,40
CC_19_A,N1,40
CC_19_B,N1,40
CC_19_B,N1,40
MI_20_A,N1,35.11074829
MI_20_B,N1,36.11339951
MI_20_A,N1,36.12208176
MI_20_A,N1,40
MI_20_B,N1,40
MI_20_B,N1,40
NO_20_A,N1,40
NO_20_A,N1,40
NO_20_A,N1,40
NO_20_B,N1,40
NO_20_B,N1,40
NO_20_B,N1,40
CC_20_A,N1,40
CC_20_A,N1,40
CC_20_A,N1,40
CC_20_B,N1,40
CC_20_B,N1,40
CC_20_B,N1,40
MI_21_B,N1,36.98809052
MI_21_A,N1,40
MI_21_A,N1,40
MI_21_A,N1,40
MI_21_B,N1,40
MI_21_B,N1,40
NO_21_A,N1,40
NO_21_A,N1,40
NO_21_A,N1,40
NO_21_B,N1,40
NO_21_B,N1,40
NO_21_B,N1,40
CC_21_A,N1,40
CC_21_A,N1,40
CC_21_A,N1,40
CC_21_B,N1,40
CC_21_B,N1,40
CC_21_B,N1,40
NO_22_B,N1,36.1694603
NO_22_B,N1,37.01795197
NO_22_A,N1,40
NO_22_A,N1,40
NO_22_A,N1,40
CC_22_A,N1,40
CC_22_A,N1,40
CC_22_A,N1,40
NO_22_B,N1,40
CC_22_B,N1,40
CC_22_B,N1,40
CC_22_B,N1,40
NO_22_C,N1,40
NO_22_C,N1,40
NO_22_C,N1,40
CC_22_C,N1,40
CC_22_C,N1,40
CC_22_C,N1,40
MI_22_A,N1,40
MI_22_A,N1,40
MI_22_A,N1,40
MI_22_B,N1,40
MI_22_B,N1,40
MI_22_B,N1,40
MI_22_C,N1,40
MI_22_C,N1,40
MI_22_C,N1,40
NO_23_A,N1,36.22211075
NO_23_A,N1,36.85883713
MI_23_A,N1,36.94800568
MI_23_A,N1,36.96496201
MI_23_C,N1,37.00486374
NO_23_A,N1,40
CC_23_A,N1,40
CC_23_A,N1,40
CC_23_A,N1,40
NO_23_B,N1,40
NO_23_B,N1,40
NO_23_B,N1,40
CC_23_B,N1,40
CC_23_B,N1,40
CC_23_B,N1,40
NO_23_C,N1,40
NO_23_C,N1,40
NO_23_C,N1,40
CC_23_C,N1,40
CC_23_C,N1,40
CC_23_C,N1,40
MI_23_A,N1,40
MI_23_B,N1,40
MI_23_B,N1,40
MI_23_B,N1,40
MI_23_C,N1,40
MI_23_C,N1,40
NO_24_C,N1,34.62176132
CC_24_C,N1,35.55426407
MI_24_A,N1,36.14120483
MI_24_B,N1,37.03291321
NO_24_C,N1,39.01290512
NO_24_A,N1,40
NO_24_A,N1,40
NO_24_A,N1,40
CC_24_A,N1,40
CC_24_A,N1,40
CC_24_A,N1,40
NO_24_B,N1,40
NO_24_B,N1,40
NO_24_B,N1,40
CC_24_B,N1,40
CC_24_B,N1,40
CC_24_B,N1,40
NO_24_C,N1,40
CC_24_C,N1,40
CC_24_C,N1,40
MI_24_A,N1,40
MI_24_A,N1,40
MI_24_B,N1,40
MI_24_B,N1,40
MI_24_C,N1,40
MI_24_C,N1,40
MI_24_C,N1,40
MI_25_A,N1,34.84725189
MI_25_A,N1,35.74416733
CC_25_C,N1,36.34585571
MI_25_A,N1,36.75649643
CC_25_A,N1,36.88015747
MI_25_B,N1,37.07048798
NO_25_A,N1,40
NO_25_A,N1,40
NO_25_A,N1,40
CC_25_A,N1,40
CC_25_A,N1,40
NO_25_B,N1,40
NO_25_B,N1,40
NO_25_B,N1,40
MI_25_B,N1,40
MI_25_B,N1,40
CC_25_B,N1,40
CC_25_B,N1,40
CC_25_B,N1,40
NO_25_C,N1,40
NO_25_C,N1,40
NO_25_C,N1,40
MI_25_C,N1,40
MI_25_C,N1,40
MI_25_C,N1,40
CC_25_C,N1,40
CC_25_C,N1,40
MI_26_C,N1,35.75613403
MI_26_A,N1,35.87553024
NO_26_B,N1,35.88370514
NO_26_A,N1,40
NO_26_A,N1,40
NO_26_A,N1,40
MI_26_A,N1,40
MI_26_A,N1,40
CC_26_A,N1,40
CC_26_A,N1,40
CC_26_A,N1,40
NO_26_B,N1,40
NO_26_B,N1,40
MI_26_B,N1,40
MI_26_B,N1,40
MI_26_B,N1,40
CC_26_B,N1,40
CC_26_B,N1,40
CC_26_B,N1,40
NO_26_C,N1,40
NO_26_C,N1,40
NO_26_C,N1,40
MI_26_C,N1,40
MI_26_C,N1,40
CC_26_C,N1,40
CC_26_C,N1,40
CC_26_C,N1,40
NO_27_A,N1,36.28522491
CC_27_B,N1,36.79566193
NO_27_A,N1,40
NO_27_A,N1,40
CC_27_A,N1,40
CC_27_A,N1,40
CC_27_A,N1,40
NO_27_B,N1,40
NO_27_B,N1,40
NO_27_B,N1,40
CC_27_B,N1,40
CC_27_B,N1,40
NO_27_C,N1,40
NO_27_C,N1,40
NO_27_C,N1,40
CC_27_C,N1,40
CC_27_C,N1,40
CC_27_C,N1,40
MI_27_A,N1,40
MI_27_A,N1,40
MI_27_A,N1,40
MI_27_B,N1,40
MI_27_B,N1,40
MI_27_B,N1,40
MI_27_C,N1,40
MI_27_C,N1,40
MI_27_C,N1,40
MI_28_A,N1,36.68732452
MI_28_C,N1,36.70611191
CC_28_C,N1,37.00862885
MI_28_A,N1,40
MI_28_A,N1,40
MI_28_B,N1,40
MI_28_B,N1,40
MI_28_B,N1,40
MI_28_C,N1,40
MI_28_C,N1,40
NO_28_A,N1,40
NO_28_A,N1,40
NO_28_A,N1,40
CC_28_A,N1,40
CC_28_A,N1,40
CC_28_A,N1,40
NO_28_B,N1,40
NO_28_B,N1,40
NO_28_B,N1,40
CC_28_B,N1,40
CC_28_B,N1,40
CC_28_B,N1,40
NO_28_C,N1,40
NO_28_C,N1,40
NO_28_C,N1,40
CC_28_C,N1,40
CC_28_C,N1,40
MI_29_C,N1,36.1028595
NO_29_A,N1,36.98565674
CC_29_B,N1,37.07284927
NO_29_A,N1,40
NO_29_A,N1,40
CC_29_A,N1,40
CC_29_A,N1,40
CC_29_A,N1,40
NO_29_B,N1,40
NO_29_B,N1,40
NO_29_B,N1,40
CC_29_B,N1,40
CC_29_B,N1,40
NO_29_C,N1,40
NO_29_C,N1,40
NO_29_C,N1,40
CC_29_C,N1,40
CC_29_C,N1,40
CC_29_C,N1,40
MI_29_A,N1,40
MI_29_A,N1,40
MI_29_A,N1,40
MI_29_B,N1,40
MI_29_B,N1,40
MI_29_B,N1,40
MI_29_C,N1,40
MI_29_C,N1,40
NO_30_B,N1,36.92341614
NO_30_B,N1,36.99842072
NO_30_A,N1,40
NO_30_A,N1,40
NO_30_A,N1,40
CC_30_A,N1,40
CC_30_A,N1,40
CC_30_A,N1,40
NO_30_B,N1,40
CC_30_B,N1,40
CC_30_B,N1,40
CC_30_B,N1,40
NO_30_C,N1,40
NO_30_C,N1,40
NO_30_C,N1,40
CC_30_C,N1,40
CC_30_C,N1,40
CC_30_C,N1,40
MI_30_A,N1,40
MI_30_A,N1,40
MI_30_A,N1,40
MI_30_B,N1,40
MI_30_B,N1,40
MI_30_B,N1,40
MI_30_C,N1,40
MI_30_C,N1,40
MI_30_C,N1,40
MI_31_C,N1,35.51955032
MI_31_C,N1,35.65231705
MI_31_A,N1,35.66350937
MI_31_C,N1,35.66688919
NO_31_B,N1,35.77248383
CC_31_C,N1,37.05794907
NO_31_A,N1,40
NO_31_A,N1,40
NO_31_A,N1,40
CC_31_A,N1,40
CC_31_A,N1,40
CC_31_A,N1,40
NO_31_B,N1,40
NO_31_B,N1,40
CC_31_B,N1,40
CC_31_B,N1,40
CC_31_B,N1,40
NO_31_C,N1,40
NO_31_C,N1,40
NO_31_C,N1,40
CC_31_C,N1,40
CC_31_C,N1,40
MI_31_A,N1,40
MI_31_A,N1,40
MI_31_B,N1,40
MI_31_B,N1,40
MI_31_B,N1,40
MI_32_B,N1,36.34513474
MI_32_C,N1,36.37654114
MI_32_A,N1,36.409729
NO_32_C,N1,36.50590897
NO_32_A,N1,36.66519547
MI_32_C,N1,37.03807068
NO_32_A,N1,40
NO_32_A,N1,40
CC_32_A,N1,40
CC_32_A,N1,40
CC_32_A,N1,40
NO_32_B,N1,40
NO_32_B,N1,40
NO_32_B,N1,40
CC_32_B,N1,40
CC_32_B,N1,40
CC_32_B,N1,40
NO_32_C,N1,40
NO_32_C,N1,40
MI_32_A,N1,40
MI_32_A,N1,40
MI_32_B,N1,40
MI_32_B,N1,40
MI_32_C,N1,40
CC_33_B,N1,35.858284
MI_33_B,N1,36.4837532
MI_33_C,N1,36.52035522
NO_33_C,N1,36.63042068
MI_33_A,N1,36.66405106
NO_33_A,N1,37.02861023
NO_33_A,N1,40
NO_33_A,N1,40
CC_33_A,N1,40
CC_33_A,N1,40
CC_33_A,N1,40
NO_33_B,N1,40
NO_33_B,N1,40
NO_33_B,N1,40
CC_33_B,N1,40
CC_33_B,N1,40
NO_33_C,N1,40
NO_33_C,N1,40
CC_33_C,N1,40
CC_33_C,N1,40
CC_33_C,N1,40
MI_33_A,N1,40
MI_33_A,N1,40
MI_33_B,N1,40
MI_33_B,N1,40
MI_33_C,N1,40
MI_33_C,N1,40
CC_34_C,N1,36.34750366
CC_34_A,N1,36.49944687
NO_34_A,N1,36.71424866
MI_34_B,N1,36.76133347
MI_34_A,N1,37.0181694
NO_34_A,N1,40
NO_34_A,N1,40
CC_34_A,N1,40
CC_34_A,N1,40
NO_34_B,N1,40
NO_34_B,N1,40
NO_34_B,N1,40
CC_34_B,N1,40
CC_34_B,N1,40
CC_34_B,N1,40
NO_34_C,N1,40
NO_34_C,N1,40
NO_34_C,N1,40
CC_34_C,N1,40
CC_34_C,N1,40
MI_34_A,N1,40
MI_34_A,N1,40
MI_34_B,N1,40
MI_34_B,N1,40
MI_34_C,N1,40
MI_34_C,N1,40
MI_34_C,N1,40
NO_35_A,N1,34.56613922
NO_35_B,N1,35.58132935
NO_35_C,N1,35.59920502
NO_35_B,N1,35.6239624
MI_35_A,N1,35.65583038
CC_35_C,N1,35.75260925
MI_35_C,N1,35.93862534
MI_35_A,N1,36.75082016
MI_35_C,N1,37.07889175
NO_35_A,N1,40
NO_35_A,N1,40
CC_35_A,N1,40
CC_35_A,N1,40
CC_35_A,N1,40
NO_35_B,N1,40
CC_35_B,N1,40
CC_35_B,N1,40
CC_35_B,N1,40
NO_35_C,N1,40
NO_35_C,N1,40
CC_35_C,N1,40
CC_35_C,N1,40
MI_35_A,N1,40
MI_35_B,N1,40
MI_35_B,N1,40
MI_35_B,N1,40
MI_35_C,N1,40
MI_36_C,N1,34.71793747
MI_36_A,N1,35.72640228
MI_36_A,N1,35.74581909
CC_36_C,N1,35.99475861
MI_36_B,N1,37.06289291
NO_36_A,N1,40
NO_36_A,N1,40
NO_36_A,N1,40
CC_36_A,N1,40
CC_36_A,N1,40
CC_36_A,N1,40
NO_36_B,N1,40
NO_36_B,N1,40
NO_36_B,N1,40
CC_36_B,N1,40
CC_36_B,N1,40
CC_36_B,N1,40
NO_36_C,N1,40
NO_36_C,N1,40
NO_36_C,N1,40
CC_36_C,N1,40
CC_36_C,N1,40
MI_36_A,N1,40
MI_36_B,N1,40
MI_36_B,N1,40
MI_36_C,N1,40
MI_36_C,N1,40
MI_37_A,N1,34.9136467
CC_37_A,N1,34.99859238
NO_37_C,N1,35.62090302
NO_37_B,N1,35.71484756
NO_37_A,N1,35.71987152
MI_37_B,N1,36.05616379
MI_37_A,N1,36.44504929
MI_37_C,N1,37.05507278
NO_37_A,N1,40
NO_37_A,N1,40
CC_37_A,N1,40
CC_37_A,N1,40
NO_37_B,N1,40
NO_37_B,N1,40
CC_37_B,N1,40
CC_37_B,N1,40
CC_37_B,N1,40
NO_37_C,N1,40
NO_37_C,N1,40
CC_37_C,N1,40
CC_37_C,N1,40
CC_37_C,N1,40
MI_37_A,N1,40
MI_37_B,N1,40
MI_37_B,N1,40
MI_37_C,N1,40
MI_37_C,N1,40
CC_38_A,N1,34.14185715
NO_38_A,N1,35.20309067
CC_38_A,N1,35.81549835
NO_38_A,N1,35.8847084
MI_38_C,N1,36.16465759
MI_38_A,N1,37.04977036
CC_38_A,N1,40
NO_38_B,N1,40
NO_38_B,N1,40
NO_38_B,N1,40
CC_38_B,N1,40
CC_38_B,N1,40
CC_38_B,N1,40
NO_38_C,N1,40
NO_38_C,N1,40
NO_38_C,N1,40
CC_38_C,N1,40
CC_38_C,N1,40
CC_38_C,N1,40
MI_38_A,N1,40
MI_38_A,N1,40
MI_38_B,N1,40
MI_38_B,N1,40
MI_38_B,N1,40
MI_38_C,N1,40
MI_38_C,N1,40
NO_38_A,N1,40
CC_39_B,N1,33.2952652
NO_39_B,N1,34.20423508
CC_39_C,N1,34.23575974
MI_39_C,N1,34.27095795
CC_39_A,N1,34.3347702
CC_39_B,N1,34.35087585
CC_39_C,N1,34.36485672
NO_39_A,N1,34.39115143
CC_39_C,N1,34.40667343
NO_39_A,N1,34.42942429
CC_39_A,N1,34.43587494
MI_39_A,N1,34.62681198
CC_39_B,N1,35.15158081
MI_39_C,N1,35.34827423
CC_39_A,N1,35.35173798
MI_39_C,N1,37.14071655
NO_39_A,N1,40
NO_39_B,N1,40
NO_39_B,N1,40
NO_39_C,N1,40
NO_39_C,N1,40
NO_39_C,N1,40
MI_39_A,N1,40
MI_39_A,N1,40
MI_39_B,N1,40
MI_39_B,N1,40
MI_39_B,N1,40
MI_41_A,N1,33.68621826
CC_41_A,N1,34.49026871
CC_41_B,N1,34.78132629
CC_41_C,N1,34.91564178
MI_41_A,N1,35.28213882
MI_41_B,N1,35.29667664
MI_41_C,N1,35.55639267
MI_41_C,N1,35.62180328
CC_41_C,N1,35.62636185
MI_41_C,N1,35.71077347
MI_41_B,N1,35.82232285
CC_41_C,N1,35.96389771
NO_41_B,N1,36.16211319
CC_41_B,N1,37.05296707
NO_41_A,N1,40
NO_41_A,N1,40
NO_41_A,N1,40
CC_41_A,N1,40
CC_41_A,N1,40
NO_41_B,N1,40
NO_41_B,N1,40
CC_41_B,N1,40
NO_41_C,N1,40
NO_41_C,N1,40
NO_41_C,N1,40
MI_41_A,N1,40
MI_41_B,N1,40
NO_42_A,N1,35.36517334
CC_42_A,N1,35.99053192
MI_42_A,N1,36.06364059
MI_42_B,N1,36.67180634
NO_42_A,N1,36.91795349
CC_42_C,N1,37.009552
MI_42_A,N1,37.05089188
NO_42_A,N1,40
CC_42_A,N1,40
CC_42_A,N1,40
NO_42_B,N1,40
NO_42_B,N1,40
NO_42_B,N1,40
CC_42_B,N1,40
CC_42_B,N1,40
CC_42_B,N1,40
NO_42_C,N1,40
NO_42_C,N1,40
NO_42_C,N1,40
CC_42_C,N1,40
CC_42_C,N1,40
MI_42_A,N1,40
MI_42_B,N1,40
MI_42_B,N1,40
MI_42_C,N1,40
MI_42_C,N1,40
MI_42_C,N1,40
NO_43_A,N1,40
NO_43_A,N1,40
NO_43_A,N1,40
CC_43_A,N1,37.79699326
CC_43_A,N1,37.14741135
CC_43_A,N1,33.69122696
NO_43_B,N1,33.02874374
NO_43_B,N1,33.93043518
NO_43_B,N1,34.02457047
CC_43_B,N1,34.1852417
CC_43_B,N1,40
CC_43_B,N1,40
NO_43_C,N1,40
NO_43_C,N1,34.20916748
NO_43_C,N1,33.97719574
CC_43_C,N1,40
CC_43_C,N1,34.42527771
CC_43_C,N1,33.93371964
MI_43_A,N1,33.42967606
MI_43_A,N1,34.25324249
MI_43_A,N1,34.9828186
MI_43_B,N1,34.72792435
MI_43_B,N1,40
MI_43_B,N1,33.94317245
MI_43_C,N1,34.35482407
MI_43_C,N1,33.19011688
MI_43_C,N1,40
NO_44_A,N1,36.22013092
NO_44_A,N1,35.48944092
NO_44_A,N1,36.07432556
CC_44_A,N1,40
CC_44_A,N1,40
CC_44_A,N1,36.37888336
NO_44_B,N1,40
NO_44_B,N1,35.99209595
NO_44_B,N1,40
CC_44_B,N1,40
CC_44_B,N1,40
CC_44_B,N1,40
NO_44_C,N1,40
NO_44_C,N1,40
NO_44_C,N1,40
CC_44_C,N1,40
CC_44_C,N1,40
CC_44_C,N1,40
MI_44_A,N1,37.0681839
MI_44_A,N1,35.93847656
MI_44_A,N1,40
MI_44_B,N1,40
MI_44_B,N1,36.05959702
MI_44_B,N1,36.96446228
MI_44_C,N1,34.95228577
MI_44_C,N1,40
MI_44_C,N1,34.91578674
NO_46_A,N1,40
NO_46_A,N1,40
NO_46_A,N1,40
NO_46_B,N1,34.48264313
NO_46_B,N1,35.60493851
NO_46_B,N1,40
NO_46_C,N1,40
NO_46_C,N1,35.63273239
NO_46_C,N1,35.4449501
MI_46_A,N1,40
MI_46_A,N1,40
MI_46_A,N1,40
MI_46_B,N1,40
MI_46_B,N1,36.55429459
MI_46_B,N1,40
CC_46_A,N1,34.46654129
CC_46_A,N1,34.82517624
CC_46_A,N1,35.61754227
MI_46_C,N1,34.88358688
MI_46_C,N1,36.47377396
MI_46_C,N1,40
CC_46_B,N1,40
CC_46_B,N1,36.1607933
CC_46_B,N1,36.40187073
CC_46_C,N1,34.7922287
CC_46_C,N1,35.63950348
CC_46_C,N1,34.89160919
NO_45_A,N1,40
NO_45_A,N1,40
NO_45_A,N1,36.57226563
CC_45_A,N1,40
CC_45_A,N1,35.47822189
CC_45_A,N1,40
NO_45_B,N1,33.1954422
NO_45_B,N1,32.15543747
NO_45_B,N1,32.39475632
CC_45_B,N1,40
CC_45_B,N1,40
CC_45_B,N1,40
NO_45_C,N1,34.9311409
NO_45_C,N1,40
NO_45_C,N1,40
CC_45_C,N1,35.43554688
CC_45_C,N1,40
CC_45_C,N1,40
MI_45_A,N1,36.44670105
MI_45_A,N1,35.42215347
MI_45_A,N1,40
MI_45_B,N1,35.6736145
MI_45_B,N1,37.1014328
MI_45_B,N1,35.63896561
MI_45_C,N1,40
MI_45_C,N1,35.40239716
MI_45_C,N1,35.48513412
NO_47_A,N1,40
NO_47_A,N1,40
NO_47_A,N1,40
CC_47_A,N1,40
CC_47_A,N1,40
CC_47_A,N1,40
NO_47_B,N1,40
NO_47_B,N1,40
NO_47_B,N1,40
CC_47_B,N1,40
CC_47_B,N1,40
CC_47_B,N1,35.65425491
NO_47_C,N1,35.79623413
NO_47_C,N1,40
NO_47_C,N1,35.77537918
CC_47_C,N1,40
CC_47_C,N1,36.91041946
CC_47_C,N1,40
MI_47_A,N1,40
MI_47_A,N1,40
MI_47_A,N1,35.89023209
MI_47_B,N1,34.7191391
MI_47_B,N1,37.036026
MI_47_B,N1,35.62339401
MI_47_C,N1,40
MI_47_C,N1,40
MI_47_C,N1,34.77892685
NO_48_A,N1,40
NO_48_A,N1,40
NO_48_A,N1,40
CC_48_A,N1,35.98290253
CC_48_A,N1,40
CC_48_A,N1,40
NO_48_B,N1,40
NO_48_B,N1,35.66515732
NO_48_B,N1,40
CC_48_B,N1,35.74353027
CC_48_B,N1,40
CC_48_B,N1,36.67377472
NO_48_C,N1,34.82814026
NO_48_C,N1,40
NO_48_C,N1,40
CC_48_C,N1,40
CC_48_C,N1,40
CC_48_C,N1,35.70503616
MI_48_A,N1,37.0874939
MI_48_A,N1,40
MI_48_A,N1,35.79820633
MI_48_B,N1,40
MI_48_B,N1,40
MI_48_B,N1,35.61856842
MI_48_C,N1,40
MI_48_C,N1,40
MI_48_C,N1,40
NO_49_A,N1,40
NO_49_A,N1,40
NO_49_A,N1,40
CC_49_A,N1,36.13757324
CC_49_A,N1,40
CC_49_A,N1,40
NO_49_B,N1,40
NO_49_B,N1,40
NO_49_B,N1,35.88144684
CC_49_B,N1,40
CC_49_B,N1,40
CC_49_B,N1,40
NO_49_C,N1,40
NO_49_C,N1,40
NO_49_C,N1,34.93543625
CC_49_C,N1,40
