sample_id,target,pos_neg
NO_18_B,N1,neg
NO_18_B,N1,neg
NO_18_B,N1,pos
NO_18_B,N2,neg
NO_18_B,N2,pos
NO_18_B,N2,pos
NO_18_C,N1,neg
NO_18_C,N1,pos
NO_18_C,N1,pos
NO_18_C,N2,neg
NO_18_C,N2,neg
NO_18_C,N2,neg
NO_18_D,N1,neg
NO_18_D,N1,pos
NO_18_D,N1,pos
NO_18_D,N2,neg
NO_18_D,N2,neg
NO_18_D,N2,pos
NO_19_A,N1,neg
NO_19_A,N1,neg
NO_19_A,N1,neg
NO_19_A,N1,neg
NO_19_A,N1,pos
NO_19_A,N1,pos
NO_19_A,N2,neg
NO_19_A,N2,neg
NO_19_A,N2,neg
NO_19_A,N2,neg
NO_19_A,N2,pos
NO_19_A,N2,pos
NO_19_B,N1,neg
NO_19_B,N1,neg
NO_19_B,N1,neg
NO_19_B,N1,neg
NO_19_B,N1,neg
NO_19_B,N1,pos
NO_19_B,N2,neg
NO_19_B,N2,neg
NO_19_B,N2,neg
NO_19_B,N2,neg
NO_19_B,N2,neg
NO_19_B,N2,pos
NO_20_A,N1,neg
NO_20_A,N1,neg
NO_20_A,N1,neg
NO_20_A,N2,neg
NO_20_A,N2,neg
NO_20_A,N2,neg
NO_20_B,N1,neg
NO_20_B,N1,neg
NO_20_B,N1,neg
NO_20_B,N2,neg
NO_20_B,N2,neg
NO_20_B,N2,neg
NO_21_A,N1,neg
NO_21_A,N1,neg
NO_21_A,N1,neg
NO_21_A,N2,neg
NO_21_A,N2,neg
NO_21_A,N2,pos
NO_21_B,N1,neg
NO_21_B,N1,neg
NO_21_B,N1,neg
NO_21_B,N2,neg
NO_21_B,N2,neg
NO_21_B,N2,neg
NO_22_A,N1,neg
NO_22_A,N1,neg
NO_22_A,N1,neg
NO_22_A,N2,neg
NO_22_A,N2,pos
NO_22_A,N2,pos
NO_22_B,N1,neg
NO_22_B,N1,pos
NO_22_B,N1,pos
NO_22_B,N2,neg
NO_22_B,N2,pos
NO_22_B,N2,pos
NO_22_C,N1,neg
NO_22_C,N1,neg
NO_22_C,N1,neg
NO_22_C,N2,neg
NO_22_C,N2,pos
NO_22_C,N2,pos
NO_23_A,N1,neg
NO_23_A,N1,pos
NO_23_A,N1,pos
NO_23_A,N2,neg
NO_23_A,N2,neg
NO_23_A,N2,pos
NO_23_B,N1,neg
NO_23_B,N1,neg
NO_23_B,N1,neg
NO_23_B,N2,neg
NO_23_B,N2,pos
NO_23_B,N2,pos
NO_23_C,N1,neg
NO_23_C,N1,neg
NO_23_C,N1,neg
NO_23_C,N2,neg
NO_23_C,N2,neg
NO_23_C,N2,pos
NO_24_A,N1,neg
NO_24_A,N1,neg
NO_24_A,N1,neg
NO_24_A,N2,neg
NO_24_A,N2,neg
NO_24_A,N2,neg
NO_24_B,N1,neg
NO_24_B,N1,neg
NO_24_B,N1,neg
NO_24_B,N2,neg
NO_24_B,N2,neg
NO_24_B,N2,pos
NO_24_C,N1,neg
NO_24_C,N1,pos
NO_24_C,N1,pos
NO_24_C,N2,neg
NO_24_C,N2,neg
NO_24_C,N2,pos
NO_25_A,N1,neg
NO_25_A,N1,neg
NO_25_A,N1,neg
NO_25_A,N2,neg
NO_25_A,N2,neg
NO_25_A,N2,neg
NO_25_B,N1,neg
NO_25_B,N1,neg
NO_25_B,N1,neg
NO_25_B,N2,neg
NO_25_B,N2,neg
NO_25_B,N2,neg
NO_25_C,N1,neg
NO_25_C,N1,neg
NO_25_C,N1,neg
NO_25_C,N2,neg
NO_25_C,N2,neg
NO_25_C,N2,neg
NO_26_A,N1,neg
NO_26_A,N1,neg
NO_26_A,N1,neg
NO_26_A,N2,neg
NO_26_A,N2,neg
NO_26_A,N2,neg
NO_26_B,N1,neg
NO_26_B,N1,neg
NO_26_B,N1,pos
NO_26_B,N2,neg
NO_26_B,N2,neg
NO_26_B,N2,neg
NO_26_C,N1,neg
NO_26_C,N1,neg
NO_26_C,N1,neg
NO_26_C,N2,neg
NO_26_C,N2,neg
NO_26_C,N2,neg
NO_27_A,N1,neg
NO_27_A,N1,neg
NO_27_A,N1,pos
NO_27_A,N2,neg
NO_27_A,N2,neg
NO_27_A,N2,pos
NO_27_B,N1,neg
NO_27_B,N1,neg
NO_27_B,N1,neg
NO_27_B,N2,neg
NO_27_B,N2,neg
NO_27_B,N2,pos
NO_27_C,N1,neg
NO_27_C,N1,neg
NO_27_C,N1,neg
NO_27_C,N2,neg
NO_27_C,N2,neg
NO_27_C,N2,pos
NO_28_A,N1,neg
NO_28_A,N1,neg
NO_28_A,N1,neg
NO_28_A,N2,neg
NO_28_A,N2,neg
NO_28_A,N2,neg
NO_28_B,N1,neg
NO_28_B,N1,neg
NO_28_B,N1,neg
NO_28_B,N2,neg
NO_28_B,N2,neg
NO_28_B,N2,pos
NO_28_C,N1,neg
NO_28_C,N1,neg
NO_28_C,N1,neg
NO_28_C,N2,neg
NO_28_C,N2,neg
NO_28_C,N2,pos
NO_29_A,N1,neg
NO_29_A,N1,neg
NO_29_A,N1,pos
NO_29_A,N2,neg
NO_29_A,N2,neg
NO_29_A,N2,neg
NO_29_B,N1,neg
NO_29_B,N1,neg
NO_29_B,N1,neg
NO_29_B,N2,neg
NO_29_B,N2,neg
NO_29_B,N2,neg
NO_29_C,N1,neg
NO_29_C,N1,neg
NO_29_C,N1,neg
NO_29_C,N2,neg
NO_29_C,N2,neg
NO_29_C,N2,neg
NO_30_A,N1,neg
NO_30_A,N1,neg
NO_30_A,N1,neg
NO_30_A,N2,neg
NO_30_A,N2,neg
NO_30_A,N2,neg
NO_30_B,N1,neg
NO_30_B,N1,pos
NO_30_B,N1,pos
NO_30_B,N2,neg
NO_30_B,N2,neg
NO_30_B,N2,neg
NO_30_C,N1,neg
NO_30_C,N1,neg
NO_30_C,N1,neg
NO_30_C,N2,neg
NO_30_C,N2,neg
NO_30_C,N2,neg
NO_31_A,N1,neg
NO_31_A,N1,neg
NO_31_A,N1,neg
NO_31_A,N2,neg
NO_31_A,N2,neg
NO_31_A,N2,neg
NO_31_B,N1,neg
NO_31_B,N1,neg
NO_31_B,N1,pos
NO_31_B,N2,neg
NO_31_B,N2,neg
NO_31_B,N2,pos
NO_31_C,N1,neg
NO_31_C,N1,neg
NO_31_C,N1,neg
NO_31_C,N2,neg
NO_31_C,N2,neg
NO_31_C,N2,neg
NO_32_A,N1,neg
NO_32_A,N1,neg
NO_32_A,N1,pos
NO_32_A,N2,neg
NO_32_A,N2,neg
NO_32_A,N2,neg
NO_32_B,N1,neg
NO_32_B,N1,neg
NO_32_B,N1,neg
NO_32_B,N2,neg
NO_32_B,N2,neg
NO_32_B,N2,neg
NO_32_C,N1,neg
NO_32_C,N1,neg
NO_32_C,N1,pos
NO_32_C,N2,neg
NO_32_C,N2,neg
NO_32_C,N2,neg
NO_33_A,N1,neg
NO_33_A,N1,neg
NO_33_A,N1,pos
NO_33_A,N2,neg
NO_33_A,N2,neg
NO_33_A,N2,neg
NO_33_B,N1,neg
NO_33_B,N1,neg
NO_33_B,N1,neg
NO_33_B,N2,neg
NO_33_B,N2,neg
NO_33_B,N2,pos
NO_33_C,N1,neg
NO_33_C,N1,neg
NO_33_C,N1,pos
NO_33_C,N2,neg
NO_33_C,N2,neg
NO_33_C,N2,neg
NO_34_A,N1,neg
NO_34_A,N1,neg
NO_34_A,N1,pos
NO_34_A,N2,neg
NO_34_A,N2,neg
NO_34_A,N2,pos
NO_34_B,N1,neg
NO_34_B,N1,neg
NO_34_B,N1,neg
NO_34_B,N2,neg
NO_34_B,N2,neg
NO_34_B,N2,neg
NO_34_C,N1,neg
NO_34_C,N1,neg
NO_34_C,N1,neg
NO_34_C,N2,neg
NO_34_C,N2,neg
NO_34_C,N2,neg
NO_35_A,N1,neg
NO_35_A,N1,neg
NO_35_A,N1,pos
NO_35_A,N2,neg
NO_35_A,N2,neg
NO_35_A,N2,pos
NO_35_B,N1,neg
NO_35_B,N1,pos
NO_35_B,N1,pos
NO_35_B,N2,neg
NO_35_B,N2,neg
NO_35_B,N2,pos
NO_35_C,N1,neg
NO_35_C,N1,neg
NO_35_C,N1,pos
NO_35_C,N2,neg
NO_35_C,N2,neg
NO_35_C,N2,pos
NO_36_A,N1,neg
NO_36_A,N1,neg
NO_36_A,N1,neg
NO_36_A,N2,neg
NO_36_A,N2,neg
NO_36_A,N2,neg
NO_36_B,N1,neg
NO_36_B,N1,neg
NO_36_B,N1,neg
NO_36_B,N2,neg
NO_36_B,N2,neg
NO_36_B,N2,pos
NO_36_C,N1,neg
NO_36_C,N1,neg
NO_36_C,N1,neg
NO_36_C,N2,neg
NO_36_C,N2,neg
NO_36_C,N2,neg
NO_37_A,N1,neg
NO_37_A,N1,neg
NO_37_A,N1,pos
NO_37_A,N2,neg
NO_37_A,N2,neg
NO_37_A,N2,neg
NO_37_B,N1,neg
NO_37_B,N1,neg
NO_37_B,N1,pos
NO_37_B,N2,neg
NO_37_B,N2,neg
NO_37_B,N2,pos
NO_37_C,N1,neg
NO_37_C,N1,neg
NO_37_C,N1,pos
NO_37_C,N2,neg
NO_37_C,N2,neg
NO_37_C,N2,pos
NO_38_A,N1,neg
NO_38_A,N1,pos
NO_38_A,N1,pos
NO_38_A,N2,neg
NO_38_A,N2,neg
NO_38_A,N2,pos
NO_38_B,N1,neg
NO_38_B,N1,neg
NO_38_B,N1,neg
NO_38_B,N2,pos
NO_38_B,N2,pos
NO_38_B,N2,pos
NO_38_C,N1,neg
NO_38_C,N1,neg
NO_38_C,N1,neg
NO_38_C,N2,neg
NO_38_C,N2,neg
NO_38_C,N2,neg
NO_39_A,N1,neg
NO_39_A,N1,pos
NO_39_A,N1,pos
NO_39_A,N2,neg
NO_39_A,N2,neg
NO_39_A,N2,neg
NO_39_B,N1,neg
NO_39_B,N1,neg
NO_39_B,N1,pos
NO_39_B,N2,neg
NO_39_B,N2,neg
NO_39_B,N2,pos
NO_39_C,N1,neg
NO_39_C,N1,neg
NO_39_C,N1,neg
NO_39_C,N2,neg
NO_39_C,N2,neg
NO_39_C,N2,neg
NO_41_A,N1,neg
NO_41_A,N1,neg
NO_41_A,N1,neg
NO_41_A,N2,neg
NO_41_A,N2,neg
NO_41_A,N2,pos
NO_41_B,N1,neg
NO_41_B,N1,neg
NO_41_B,N1,pos
NO_41_B,N2,neg
NO_41_B,N2,neg
NO_41_B,N2,neg
NO_41_C,N1,neg
NO_41_C,N1,neg
NO_41_C,N1,neg
NO_41_C,N2,neg
NO_41_C,N2,pos
NO_41_C,N2,pos
NO_42_A,N1,neg
NO_42_A,N1,pos
NO_42_A,N1,pos
NO_42_A,N2,neg
NO_42_A,N2,pos
NO_42_A,N2,pos
NO_42_B,N1,neg
NO_42_B,N1,neg
NO_42_B,N1,neg
NO_42_B,N2,neg
NO_42_B,N2,pos
NO_42_B,N2,pos
NO_42_C,N1,neg
NO_42_C,N1,neg
NO_42_C,N1,neg
NO_42_C,N2,neg
NO_42_C,N2,neg
NO_42_C,N2,neg
NO_43_A,N1,neg
NO_43_A,N1,neg
NO_43_A,N1,neg
NO_43_A,N2,neg
NO_43_A,N2,neg
NO_43_A,N2,pos
NO_43_B,N1,pos
NO_43_B,N1,pos
NO_43_B,N1,pos
NO_43_B,N2,neg
NO_43_B,N2,neg
NO_43_B,N2,neg
NO_43_C,N1,neg
NO_43_C,N1,pos
NO_43_C,N1,pos
NO_43_C,N2,pos
NO_43_C,N2,pos
NO_43_C,N2,pos
NO_44_A,N1,pos
NO_44_A,N1,pos
NO_44_A,N1,pos
NO_44_A,N2,neg
NO_44_A,N2,neg
NO_44_A,N2,pos
NO_44_B,N1,neg
NO_44_B,N1,neg
NO_44_B,N1,pos
NO_44_B,N2,neg
NO_44_B,N2,pos
NO_44_B,N2,pos
NO_44_C,N1,neg
NO_44_C,N1,neg
NO_44_C,N1,neg
NO_44_C,N2,neg
NO_44_C,N2,neg
NO_44_C,N2,neg
NO_45_A,N1,neg
NO_45_A,N1,neg
NO_45_A,N1,pos
NO_45_A,N2,neg
NO_45_A,N2,neg
NO_45_A,N2,neg
NO_45_B,N1,pos
NO_45_B,N1,pos
NO_45_B,N1,pos
NO_45_B,N2,pos
NO_45_B,N2,pos
NO_45_B,N2,pos
NO_45_C,N1,neg
NO_45_C,N1,neg
NO_45_C,N1,pos
NO_45_C,N2,neg
NO_45_C,N2,neg
NO_45_C,N2,pos
NO_46_A,N1,neg
NO_46_A,N1,neg
NO_46_A,N1,neg
NO_46_A,N2,neg
NO_46_A,N2,neg
NO_46_A,N2,pos
NO_46_B,N1,neg
NO_46_B,N1,pos
NO_46_B,N1,pos
NO_46_B,N2,neg
NO_46_B,N2,pos
NO_46_B,N2,pos
NO_46_C,N1,neg
NO_46_C,N1,pos
NO_46_C,N1,pos
NO_46_C,N2,neg
NO_46_C,N2,neg
NO_46_C,N2,pos
NO_47_A,N1,neg
NO_47_A,N1,neg
NO_47_A,N1,neg
NO_47_A,N2,neg
NO_47_A,N2,neg
NO_47_A,N2,neg
NO_47_B,N1,neg
NO_47_B,N1,neg
NO_47_B,N1,neg
NO_47_B,N2,neg
NO_47_B,N2,neg
NO_47_B,N2,pos
NO_47_C,N1,neg
NO_47_C,N1,pos
NO_47_C,N1,pos
NO_47_C,N2,neg
NO_47_C,N2,pos
NO_47_C,N2,pos
NO_48_A,N1,neg
NO_48_A,N1,neg
NO_48_A,N1,neg
NO_48_A,N2,neg
NO_48_A,N2,neg
NO_48_A,N2,neg
NO_48_B,N1,neg
NO_48_B,N1,neg
NO_48_B,N1,pos
NO_48_B,N2,neg
NO_48_B,N2,pos
NO_48_B,N2,pos
NO_48_C,N1,neg
NO_48_C,N1,neg
NO_48_C,N1,pos
NO_48_C,N2,neg
NO_48_C,N2,neg
NO_48_C,N2,pos
NO_49_A,N1,neg
NO_49_A,N1,neg
NO_49_A,N1,neg
NO_49_A,N2,neg
NO_49_A,N2,neg
NO_49_A,N2,neg
NO_49_B,N1,neg
NO_49_B,N1,neg
NO_49_B,N1,pos
NO_49_B,N2,neg
NO_49_B,N2,neg
NO_49_B,N2,neg
NO_49_C,N1,neg
NO_49_C,N1,neg
NO_49_C,N1,pos
NO_49_C,N2,neg
NO_49_C,N2,neg
NO_49_C,N2,neg
NO_50_A,N1,neg
NO_50_A,N1,neg
NO_50_A,N1,neg
NO_50_A,N2,neg
NO_50_A,N2,neg
NO_50_A,N2,neg
NO_50_B,N1,neg
NO_50_B,N1,pos
NO_50_B,N1,pos
NO_50_B,N2,neg
NO_50_B,N2,pos
NO_50_B,N2,pos
NO_50_C,N1,neg
NO_50_C,N1,neg
NO_50_C,N1,neg
NO_50_C,N2,neg
NO_50_C,N2,neg
NO_50_C,N2,neg
NO_51_A,N1,neg
NO_51_A,N1,neg
NO_51_A,N1,neg
NO_51_A,N2,neg
NO_51_A,N2,neg
NO_51_A,N2,neg
NO_51_B,N1,neg
NO_51_B,N1,neg
NO_51_B,N1,pos
NO_51_B,N2,neg
NO_51_B,N2,neg
NO_51_B,N2,pos
NO_51_C,N1,neg
NO_51_C,N1,pos
NO_51_C,N1,pos
NO_51_C,N2,neg
NO_51_C,N2,neg
NO_51_C,N2,pos
NO_52_A,N1,neg
NO_52_A,N1,neg
NO_52_A,N1,neg
NO_52_A,N2,neg
NO_52_A,N2,neg
NO_52_A,N2,neg
NO_52_B,N1,neg
NO_52_B,N1,neg
NO_52_B,N1,neg
NO_52_B,N2,neg
NO_52_B,N2,neg
NO_52_B,N2,pos
NO_52_C,N1,neg
NO_52_C,N1,neg
NO_52_C,N1,neg
NO_52_C,N2,neg
NO_52_C,N2,neg
NO_52_C,N2,neg
NO_7_A,N1,neg
NO_7_A,N1,neg
NO_7_A,N1,neg
NO_7_A,N1,neg
NO_7_A,N1,neg
NO_7_A,N1,pos
NO_7_A,N2,neg
NO_7_A,N2,neg
NO_7_A,N2,neg
NO_7_A,N2,neg
NO_7_A,N2,pos
NO_7_A,N2,pos
NO_7_B,N1,neg
NO_7_B,N1,neg
NO_7_B,N1,neg
NO_7_B,N2,neg
NO_7_B,N2,neg
NO_7_B,N2,neg
NO_7_C,N1,neg
NO_7_C,N1,neg
NO_7_C,N1,neg
NO_7_C,N1,neg
NO_7_C,N1,pos
NO_7_C,N1,pos
NO_7_C,N1,pos
NO_7_C,N1,pos
NO_7_C,N1,pos
NO_7_C,N2,neg
NO_7_C,N2,neg
NO_7_C,N2,neg
NO_7_C,N2,neg
NO_7_C,N2,neg
NO_7_C,N2,neg
NO_7_C,N2,pos
NO_7_C,N2,pos
NO_7_C,N2,pos
NO_8_A,N1,neg
NO_8_A,N1,neg
NO_8_A,N1,neg
NO_8_A,N1,neg
NO_8_A,N1,neg
NO_8_A,N1,neg
NO_8_A,N2,neg
NO_8_A,N2,neg
NO_8_A,N2,neg
NO_8_A,N2,neg
NO_8_A,N2,pos
NO_8_A,N2,pos
NO_8_B,N1,neg
NO_8_B,N1,neg
NO_8_B,N1,neg
NO_8_B,N2,neg
NO_8_B,N2,neg
NO_8_B,N2,neg
NO_9_A,N1,neg
NO_9_A,N1,neg
NO_9_A,N1,neg
NO_9_A,N1,neg
NO_9_A,N1,neg
NO_9_A,N1,neg
NO_9_A,N2,neg
NO_9_A,N2,neg
NO_9_A,N2,neg
NO_9_A,N2,pos
NO_9_A,N2,pos
NO_9_A,N2,pos
NO_9_B,N1,neg
NO_9_B,N1,neg
NO_9_B,N1,pos
NO_9_B,N2,neg
NO_9_B,N2,neg
NO_9_B,N2,pos
