run_date,run_num,sample_date,collection_num,sample_id,target,ct,slope ,y-intercept,copy_num_uL_rxn
29-Oct-20,39,30-Jun-20,7,CC_7_C,N1,Undetermined,-3.389,34.008,0.0002
29-Oct-20,39,30-Jun-20,7,CC_7_C,N1,Undetermined,-3.389,34.008,0.0002
29-Oct-20,39,30-Jun-20,7,CC_7_C,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,30-Jun-20,7,MI_7_A,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,30-Jun-20,7,MI_7_A,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,30-Jun-20,7,MI_7_B,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,30-Jun-20,7,MI_7_B,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,30-Jun-20,7,MI_7_B,N1,Undetermined,-3.389,34.008,0.0002
1-Jul-20,10,30-Jun-20,7,MI_7_C,N1,Undetermined,-3.389,34.008,0.0002
1-Jul-20,10,30-Jun-20,7,MI_7_C,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,30-Jun-20,7,MI_7_C,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,30-Jun-20,7,MI_7_C,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,30-Jun-20,7,MI_7_C,N1,Undetermined,-3.389,34.008,0.0002
17-Jul-20,14,30-Jun-20,7,NO_7_A,N1,Undetermined,-3.389,34.008,0.0002
17-Jul-20,14,30-Jun-20,7,NO_7_A,N1,Undetermined,-3.389,34.008,0.0002
17-Jul-20,14,30-Jun-20,7,NO_7_A,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,30-Jun-20,7,NO_7_A,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,30-Jun-20,7,NO_7_A,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,30-Jun-20,7,NO_7_B,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,30-Jun-20,7,NO_7_B,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,30-Jun-20,7,NO_7_B,N1,Undetermined,-3.389,34.008,0.0002
17-Jul-20,14,30-Jun-20,7,NO_7_C,N1,Undetermined,-3.389,34.008,0.0002
1-Jul-20,10,30-Jun-20,7,NO_7_C,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,30-Jun-20,7,NO_7_C,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,30-Jun-20,7,NO_7_C,N1,Undetermined,-3.389,34.008,0.0002
17-Jul-20,14,30-Jun-20,7,NO_7_C,N1,37.08349609,-3.389,34.008,0.123738919
1-Jul-20,10,30-Jun-20,7,MI_7_C,N1,37.04840088,-3.389,34.008,0.126724895
17-Jul-20,14,30-Jun-20,7,NO_7_C,N1,36.34141541,-3.389,34.008,0.204867829
1-Jul-20,10,30-Jun-20,7,NO_7_C,N1,36.17138672,-3.389,34.008,0.229955881
20-Jul-20,15,30-Jun-20,7,MI_7_A,N1,36.15786362,-3.389,34.008,0.232078449
20-Jul-20,15,30-Jun-20,7,NO_7_A,N1,35.93893433,-3.389,34.008,0.269299024
20-Jul-20,15,30-Jun-20,7,NO_7_C,N1,35.11445618,-3.389,34.008,0.471536633
1-Jul-20,10,30-Jun-20,7,NO_7_C,N1,34.37643051,-3.389,34.008,0.778549741
27-Oct-20,37,7-Jul-20,8,CC_8_A,N1,Undetermined,-3.389,34.008,0.0002
27-Oct-20,37,7-Jul-20,8,CC_8_A,N1,Undetermined,-3.389,34.008,0.0002
27-Oct-20,37,7-Jul-20,8,CC_8_A,N1,Undetermined,-3.389,34.008,0.0002
27-Oct-20,37,7-Jul-20,8,CC_8_B,N1,Undetermined,-3.389,34.008,0.0002
27-Oct-20,37,7-Jul-20,8,CC_8_B,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,7-Jul-20,8,MI_8_A,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,7-Jul-20,8,MI_8_A,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,7-Jul-20,8,MI_8_A,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,7-Jul-20,8,MI_8_B,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,7-Jul-20,8,MI_8_B,N1,Undetermined,-3.389,34.008,0.0002
17-Jul-20,14,7-Jul-20,8,NO_8_A,N1,Undetermined,-3.389,34.008,0.0002
17-Jul-20,14,7-Jul-20,8,NO_8_A,N1,Undetermined,-3.389,34.008,0.0002
17-Jul-20,14,7-Jul-20,8,NO_8_A,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,7-Jul-20,8,NO_8_A,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,7-Jul-20,8,NO_8_A,N1,Undetermined,-3.389,34.008,0.0002
20-Jul-20,15,7-Jul-20,8,NO_8_A,N1,Undetermined,-3.389,34.008,0.0002
