run_date,run_num,sample_date,collection_num,target,sample_id,ct,slope ,y-intercept,copy_num_uL_rxn
25-Jul-21,109,21-Jul-21,98,N2,NO_98_A,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,NO_98_A,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_A,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_A,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_A,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,CC_98_A,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,CC_98_A,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,CC_98_A,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,NO_98_B,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,NO_98_B,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,NO_98_B,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_B,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_B,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_B,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,CC_98_B,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,CC_98_B,39.21494819,-3.2505,37.731,0.349519003
25-Jul-21,109,21-Jul-21,98,N2,CC_98_B,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,NO_98_C,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,NO_98_C,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,NO_98_C,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_C,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_C,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_C,39.86292501,-3.2505,37.731,0.220863514
25-Jul-21,109,21-Jul-21,98,N2,CC_98_C,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,CC_98_C,39.91305212,-3.2505,37.731,0.213158485
25-Jul-21,109,21-Jul-21,98,N2,CC_98_C,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,NO_98_D,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,NO_98_D,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,NO_98_D,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_D,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_D,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_D,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,CC_98_D,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,CC_98_D,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,CC_98_D,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,NO_98_E,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,NO_98_E,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,NO_98_E,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_E,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_E,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_E,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,CC_98_E,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,CC_98_E,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,CC_98_E,39.31767907,-3.2505,37.731,0.324987122
25-Jul-21,109,21-Jul-21,98,N2,NO_98_F,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,NO_98_F,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,NO_98_F,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_F,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_F,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_F,39.99037417,-3.2505,37.731,0.201797083
25-Jul-21,109,21-Jul-21,98,N2,CC_98_F,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,CC_98_F,39.30245985,-3.2505,37.731,0.328509755
25-Jul-21,109,21-Jul-21,98,N2,CC_98_F,37.19355054,-3.2505,37.731,1.463334556
25-Jul-21,109,21-Jul-21,98,N2,MI_98_D,Undetermined,-3.2505,37.731,0.004
25-Jul-21,109,21-Jul-21,98,N2,MI_98_D,38.90084899,-3.2505,37.731,0.4366182
25-Jul-21,109,21-Jul-21,98,N2,MI_98_D,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,NO_99_A,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,NO_99_A,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,NO_99_A,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,MI_99_A,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,MI_99_A,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,MI_99_A,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,CC_99_A,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,CC_99_A,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,CC_99_A,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,NO_99_B,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,NO_99_B,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,NO_99_B,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,MI_99_B,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,MI_99_B,38.8,-3.2505,37.731,0.470162751
28-Jul-21,110,26-Jul-21,99,N2,MI_99_B,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,CC_99_B,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,CC_99_B,38.87,-3.2505,37.731,0.444714129
28-Jul-21,110,26-Jul-21,99,N2,CC_99_B,39.11,-3.2505,37.731,0.377432442
28-Jul-21,110,26-Jul-21,99,N2,NO_99_C,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,NO_99_C,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,NO_99_C,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,MI_99_C,39.74,-3.2505,37.731,0.241796665
28-Jul-21,110,26-Jul-21,99,N2,MI_99_C,39.61,-3.2505,37.731,0.263878
28-Jul-21,110,26-Jul-21,99,N2,MI_99_C,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,CC_99_C,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,CC_99_C,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,CC_99_C,Undetermined,-3.2505,37.731,0.004
28-Jul-21,110,26-Jul-21,99,N2,NO_99_D,Undetermined,-3.2505,37.731,0.004
