date,sample,target,ct,slope,intercept,copies_ul_rxn
12/22/2020,SL_E,N1,32.90083313,-3.389,34.008,2.121750273
12/22/2020,SL_A,N1,32.77730942,-3.389,34.008,2.307505214
12/22/2020,SL_A,N1,32.56066895,-3.389,34.008,2.673420607
12/22/2020,SL_F,N1,32.32943344,-3.389,34.008,3.128228608
12/29/2020,SL_A,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_H,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_H,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_E,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_E,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_E,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_I,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_I,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_F,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_F,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_F,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_J,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_J,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_F,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_F,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_F,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_J,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_J,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_J,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_K,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_K,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_G,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_G,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_G,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_K,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_K,N1,Undetermined,-3.389,34.008,0.0002
12/29/2020,SL_A,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_H,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_A,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_A,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_H,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_E,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_E,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_E,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_I,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_I,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_F,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_F,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_F,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_J,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_J,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_J,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_F,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_F,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_F,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_J,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_J,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_G,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_G,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_G,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_K,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_K,N2,Undetermined,-3.3084,32.416,0.0002
12/29/2020,SL_E,N2,38.47556305,-3.3084,32.416,0.014737742
12/29/2020,SL_H,N2,37.07773209,-3.3084,32.416,0.038988867
12/29/2020,SL_J,N1,37.06262589,-3.389,34.008,0.039400944
12/29/2020,SL_H,N1,36.99518967,-3.389,34.008,0.041294286
12/29/2020,SL_I,N1,36.73232269,-3.389,34.008,0.049584321
12/29/2020,SL_J,N2,36.64151382,-3.3084,32.416,0.052819263
12/29/2020,SL_H,N1,36.28510666,-3.389,34.008,0.067689342
12/29/2020,SL_I,N2,36.27770615,-3.3084,32.416,0.068038884
12/29/2020,SL_I,N2,36.24107742,-3.3084,32.416,0.069795691
12/29/2020,SL_K,N1,36.19472122,-3.389,34.008,0.072084232
12/29/2020,SL_I,N2,36.19148254,-3.3084,32.416,0.072246898
12/29/2020,SL_H,N1,36.15130615,-3.389,34.008,0.074295577
12/29/2020,SL_H,N2,36.13900757,-3.3084,32.416,0.074934245
12/29/2020,SL_I,N2,36.10110855,-3.3084,32.416,0.076937085
12/29/2020,SL_H,N2,36.08886719,-3.3084,32.416,0.077595371
12/29/2020,SL_K,N2,36.08675385,-3.3084,32.416,0.077709586
12/29/2020,SL_H,N1,36.07624817,-3.389,34.008,0.078279862
12/29/2020,SL_K,N2,36.01179123,-3.3084,32.416,0.081871522
12/29/2020,SL_G,N1,35.96424484,-3.389,34.008,0.084626091
12/29/2020,SL_I,N1,35.96394348,-3.389,34.008,0.084643842
12/29/2020,SL_K,N2,35.96377563,-3.3084,32.416,0.084653731
12/29/2020,SL_G,N2,35.90813446,-3.3084,32.416,0.087996268
12/29/2020,SL_E,N2,35.8403511,-3.3084,32.416,0.092247056
12/29/2020,SL_G,N2,35.80820084,-3.3084,32.416,0.094334442
12/29/2020,SL_G,N2,35.76037216,-3.3084,32.416,0.097527484
12/29/2020,SL_A,N1,35.64027786,-3.389,34.008,0.106029529
12/29/2020,SL_I,N1,35.61569595,-3.389,34.008,0.107859148
12/29/2020,SL_A,N1,35.48337936,-3.389,34.008,0.118263606
12/29/2020,SL_A,N2,35.47195816,-3.3084,32.416,0.119207423
12/29/2020,SL_K,N1,35.46497345,-3.389,34.008,0.119788329
12/29/2020,SL_G,N1,35.38577271,-3.389,34.008,0.126576708
12/29/2020,SL_E,N1,35.38159561,-3.389,34.008,0.126945224
12/29/2020,SL_E,N2,35.16646576,-3.3084,32.416,0.14744896
12/29/2020,SL_E,N1,35.12168503,-3.389,34.008,0.152116799
12/29/2020,SL_L,N1,34.98812866,-3.389,34.008,0.166934479
12/29/2020,SL_I,N1,34.96933746,-3.389,34.008,0.169132041
12/29/2020,SL_H,N2,34.9279213,-3.3084,32.416,0.174078197
12/29/2020,SL_K,N2,34.92589569,-3.3084,32.416,0.174323782
12/29/2020,SL_A,N2,34.9045105,-3.3084,32.416,0.17693777
12/29/2020,SL_L,N1,34.69755554,-3.389,34.008,0.204350141
12/29/2020,SL_A,N1,34.58828354,-3.389,34.008,0.220497463
12/29/2020,SL_E,N1,34.55929565,-3.389,34.008,0.224991184
12/29/2020,SL_G,N1,34.51652145,-3.389,34.008,0.23178988
12/29/2020,SL_A,N1,34.47725296,-3.389,34.008,0.238212091
12/29/2020,SL_A,N2,34.45497513,-3.3084,32.416,0.241934342
12/29/2020,SL_A,N1,34.43351746,-3.389,34.008,0.245574537
12/29/2020,SL_L,N2,34.41202927,-3.3084,32.416,0.249274799
12/29/2020,SL_L,N2,34.36387634,-3.3084,32.416,0.257770445
12/29/2020,SL_L,N1,34.32831955,-3.389,34.008,0.264229042
12/29/2020,SL_L,N1,34.2974205,-3.389,34.008,0.26997287
12/29/2020,SL_L,N1,34.23566437,-3.389,34.008,0.28182959
12/29/2020,SL_L,N2,34.14966583,-3.3084,32.416,0.299213087
12/29/2020,SL_L,N1,33.73423767,-3.389,34.008,0.399528974
12/29/2020,SL_L,N2,33.67197037,-3.3084,32.416,0.417223971
12/29/2020,SL_L,N2,33.5641861,-3.3084,32.416,0.449726236
12/29/2020,SL_L,N2,33.46995163,-3.3084,32.416,0.480210464
1/5/2021,SL_E,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_E,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_G,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_G,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_G,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_G,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_G,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_G,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_H,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_H,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_H,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_I,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_I,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_I,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_I,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_I,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_J,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_J,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_J,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_J,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_J,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_K,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_K,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_K,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_K,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_K,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_K,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_L,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_L,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_L,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_L,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_L,N1,Undetermined,-3.389,34.008,0.0002
1/5/2021,SL_H,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_L,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_L,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_L,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_H,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_L,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_L,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_L,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_E,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_E,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_E,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_I,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_I,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_J,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_J,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_J,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_J,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_J,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_J,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_G,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_G,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_G,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_K,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_K,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_K,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_G,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_G,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_K,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_K,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_K,N2,Undetermined,-3.3084,32.416,0.0002
1/5/2021,SL_I,N2,37.03759384,-3.3084,32.416,0.040093395
1/5/2021,SL_I,N2,36.89503479,-3.3084,32.416,0.044275437
1/5/2021,SL_H,N2,36.45872116,-3.3084,32.416,0.059985104
1/5/2021,SL_G,N2,36.43497086,-3.3084,32.416,0.060984884
1/5/2021,SL_H,N2,36.43093491,-3.3084,32.416,0.061156429
1/5/2021,SL_H,N2,36.4171257,-3.3084,32.416,0.061747034
1/5/2021,SL_I,N2,36.4004097,-3.3084,32.416,0.062469595
1/5/2021,SL_H,N2,36.31833649,-3.3084,32.416,0.066141831
1/5/2021,SL_I,N2,35.63265228,-3.3084,32.416,0.106593752
1/5/2021,SL_H,N1,37.06690598,-3.389,34.008,0.12514157
1/5/2021,SL_L,N1,36.8702507,-3.389,34.008,0.143030654
1/5/2021,SL_J,N1,36.59604645,-3.389,34.008,0.172321395
1/5/2021,SL_E,N2,34.91605377,-3.3084,32.416,0.175521963
1/5/2021,SL_E,N2,34.65277481,-3.3084,32.416,0.210819319
1/5/2021,SL_E,N2,34.5995369,-3.3084,32.416,0.218777244
1/5/2021,SL_I,N1,35.83084488,-3.389,34.008,0.289820421
1/5/2021,SL_H,N1,35.64483261,-3.389,34.008,0.328863783
1/5/2021,SL_H,N1,35.60121536,-3.389,34.008,0.338755449
1/5/2021,SL_E,N1,35.52221298,-3.389,34.008,0.357435516
1/5/2021,SL_E,N1,35.50881577,-3.389,34.008,0.360703911
1/5/2021,SL_A,N2,33.10414124,-3.3084,32.416,0.619443647
1/5/2021,SL_A,N2,33.05987549,-3.3084,32.416,0.638824565
1/5/2021,SL_E,N1,34.52344131,-3.389,34.008,0.704543073
1/5/2021,SL_A,N2,32.56378937,-3.3084,32.416,0.902254488
1/5/2021,SL_E,N1,34.15312576,-3.389,34.008,0.906102666
1/5/2021,SL_A,N2,32.30236435,-3.3084,32.416,1.082299893
1/5/2021,SL_A,N2,31.89399147,-3.3084,32.416,1.438079098
1/5/2021,SL_A,N2,31.76606941,-3.3084,32.416,1.571985776
1/5/2021,SL_A,N1,32.36862946,-3.389,34.008,3.046020523
1/5/2021,SL_A,N1,31.99173164,-3.389,34.008,3.935001721
1/5/2021,SL_A,N1,31.95819855,-3.389,34.008,4.025683376
1/5/2021,SL_A,N1,31.66383362,-3.389,34.008,4.916981211
1/5/2021,SL_F,N2,29.89290047,-3.3084,32.416,5.789410774
1/5/2021,SL_F,N2,29.69566536,-3.3084,32.416,6.641265283
1/5/2021,SL_F,N2,29.65793419,-3.3084,32.416,6.817976287
1/5/2021,SL_A,N1,30.96229744,-3.389,34.008,7.919585237
1/5/2021,SL_F,N2,29.24098587,-3.3084,32.416,9.113446853
1/5/2021,SL_F,N2,29.21278,-3.3084,32.416,9.294118334
1/5/2021,SL_A,N1,30.63733864,-3.389,34.008,9.876174981
1/5/2021,SL_F,N2,29.06303215,-3.3084,32.416,10.31504481
1/5/2021,SL_F,N1,28.91741753,-3.389,34.008,31.77531333
1/5/2021,SL_F,N1,28.83765221,-3.389,34.008,33.54489042
1/5/2021,SL_F,N1,28.82302856,-3.389,34.008,33.87984456
1/5/2021,SL_F,N1,28.32229042,-3.389,34.008,47.60969084
1/5/2021,SL_F,N1,28.19016838,-3.389,34.008,52.08119188
1/5/2021,SL_F,N1,28.13370705,-3.389,34.008,54.11791919
1/12/2021,SL_A,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_L,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_L,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_L,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_A,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_A,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_A,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_L,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_L,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_L,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_I,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_Y,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_Y,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_Y,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_I,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_I,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_I,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_Y,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_Y,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_Y,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_F,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_F,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_J,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_J,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_J,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_F,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_F,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_J,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_J,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_G,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_G,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_G,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_G,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_G,N1,Undetermined,-3.389,34.008,0.0002
1/12/2021,SL_A,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_A,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_L,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_L,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_L,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_A,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_A,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_L,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_L,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_L,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_I,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_I,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_Y,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_Y,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_Y,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_Y,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_Y,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_Y,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_J,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_J,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_F,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_F,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_F,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_J,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_G,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_G,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_G,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_G,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_G,N2,Undetermined,-3.3084,32.416,0.0002
1/12/2021,SL_I,N2,37.08364105,-3.3084,32.416,0.038828853
