run_date,run_num,sample_date,collection_num,sample_id,target,ct,slope ,y-intercept,copy_num_uL_rxn
22-Dec-20,53,21-Dec-20,39,MI_39_C,N2,37.07552719,-3.6965,34.027,0.149724753
22-Dec-20,53,21-Dec-20,39,CC_39_B,N2,36.11907196,-3.6965,34.027,0.271668809
22-Dec-20,53,21-Dec-20,39,NO_39_B,N2,36.09857941,-3.6965,34.027,0.27515889
22-Dec-20,53,21-Dec-20,39,CC_39_A,N2,36.03458405,-3.6965,34.027,0.286349197
22-Dec-20,53,21-Dec-20,39,MI_39_B,N2,35.95963669,-3.6965,34.027,0.300034497
22-Dec-20,53,21-Dec-20,39,CC_39_C,N2,35.84744263,-3.6965,34.027,0.321753012
22-Dec-20,53,21-Dec-20,39,CC_39_B,N2,35.8446312,-3.6965,34.027,0.322316981
22-Dec-20,53,21-Dec-20,39,CC_39_A,N2,35.71459198,-3.6965,34.027,0.349512087
22-Dec-20,53,21-Dec-20,39,CC_39_C,N2,34.43560028,-3.6965,34.027,0.775287764
22-Dec-20,53,21-Dec-20,39,NO_39_A,N2,Undetermined,-3.6965,34.027,0.0002
22-Dec-20,53,21-Dec-20,39,NO_39_A,N2,Undetermined,-3.6965,34.027,0.0002
22-Dec-20,53,21-Dec-20,39,NO_39_A,N2,Undetermined,-3.6965,34.027,0.0002
22-Dec-20,53,21-Dec-20,39,CC_39_A,N2,Undetermined,-3.6965,34.027,0.0002
22-Dec-20,53,21-Dec-20,39,NO_39_B,N2,Undetermined,-3.6965,34.027,0.0002
22-Dec-20,53,21-Dec-20,39,NO_39_B,N2,Undetermined,-3.6965,34.027,0.0002
22-Dec-20,53,21-Dec-20,39,CC_39_B,N2,Undetermined,-3.6965,34.027,0.0002
22-Dec-20,53,21-Dec-20,39,NO_39_C,N2,Undetermined,-3.6965,34.027,0.0002
22-Dec-20,53,21-Dec-20,39,NO_39_C,N2,Undetermined,-3.6965,34.027,0.0002
22-Dec-20,53,21-Dec-20,39,NO_39_C,N2,Undetermined,-3.6965,34.027,0.0002
22-Dec-20,53,21-Dec-20,39,CC_39_C,N2,Undetermined,-3.6965,34.027,0.0002
22-Dec-20,53,21-Dec-20,39,MI_39_A,N2,Undetermined,-3.6965,34.027,0.0002
22-Dec-20,53,21-Dec-20,39,MI_39_A,N2,Undetermined,-3.6965,34.027,0.0002
22-Dec-20,53,21-Dec-20,39,MI_39_A,N2,Undetermined,-3.6965,34.027,0.0002
22-Dec-20,53,21-Dec-20,39,MI_39_B,N2,Undetermined,-3.6965,34.027,0.0002
22-Dec-20,53,21-Dec-20,39,MI_39_B,N2,Undetermined,-3.6965,34.027,0.0002
